Numéro séquentiel,Date du compte,Numéro du fournisseur,Numéro de G/L comptes à payer,Numéro de facture du fournisseur,Description de la transaction,Montant total du compte,Solde à payer,Numéro de G/L (1),Montant applicable (G/L 1),Numéro de G/L (2),Montant applicable (G/L 2),Numéro de G/L (3),Montant applicable (G/L 3),Numéro de G/L (4),Montant applicable (G/L 4),Numéro de G/L (5),Montant applicable (G/L 5),Numéro de G/L (6),Montant applicable (G/L 6),Numéro de G/L (7),Montant applicable (G/L 7),Numéro de G/L (8),Montant applicable (G/L 8),Numéro de G/L (9),Montant applicable (G/L 9),Numéro de G/L (10),Montant applicable (G/L 10),Information - Ligne 1,Information - Ligne 2,Information - Ligne 3,Code d'identification,Nombre de postes supplémentaires ds GLSUP,Numéro de projet,Montant total de retenue,Solde de la retenue à payer,Numéro de G/L retenues à payer,Montant payé de TVQ sur retenues (taux 1),Montant payé de TVQ sur retenues (taux 2),Montant payé de TPS sur retenues,Calcul automatique de la taxe féd. (T/F),Calcul automatique de la taxe prov. (T/F),Conditions de paiement,Devise étrangère,No. de commande,Plusieurs commandes (T/F),Dénonciation de contrat,Niveau de taxe provinciale (1-21),Nom du fournisseur,PEXPORTGB,HASDOC,ACONECTID,ACONDATE,ACONTIME,PTOTSNAPX
000065,2003/01/21,D-H-ELECTR,21300,18189,rél. sans fil,304.81,0.00,21340,18.55,21370,21.27,15150,264.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,D.H. ELECTRONIQUE ENR.,FALSE,FALSE,0,,,0.00
000082,2003/01/21,QUINC-FRIG,21300,223361,,66.23,0.00,21340,4.03,21370,4.62,15350,57.58,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000083,2003/01/21,QUINC-FRIG,21300,223388,,14.12,0.00,21340,0.86,21370,0.99,15350,12.27,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000044,2003/01/23,SAMSON-GOU,21300,7-01-2003,hyp. immob.,862.63,0.00,21340,38.50,21370,44.13,42101,780.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ME HELENE SAMSON,FALSE,FALSE,0,,,0.00
000053,2003/01/25,C.C.Q.----,21300,CL-001170851,Ajust. 2001-07 à 2002-03,153.08,0.00,34400,153.08,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,COMMISSION DE LA CONSTRUCTION DU QUEBEC,FALSE,FALSE,0,,,0.00
000099,2003/01/27,MAT-ROY---,21300,183999,,5.05,0.00,21340,0.31,21370,0.35,42120,4.39,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000111,2003/01/27,MAT-ROY---,21300,183993,,22.90,0.00,21340,1.39,21370,1.60,15350,19.91,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000112,2003/01/27,MAT-ROY---,21300,183977,,114.96,0.00,21340,7.00,21370,8.02,15350,99.94,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000037,2003/01/28,BUREAU-GRO,21300,24533,,1378.59,0.00,21340,83.90,21370,96.18,42120,1198.51,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CITI CARDS CANADA INC.,FALSE,FALSE,0,,,0.00
000072,2003/01/28,QUINC-FRIG,21300,223853,,17.50,0.00,21340,1.07,21370,1.22,15350,15.21,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000080,2003/01/28,QUINC-FRIG,21300,223924,,41.16,0.00,21340,2.50,21370,2.87,15350,35.79,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000098,2003/01/28,MAT-ROY---,21300,184047,,69.81,0.00,21340,4.25,21370,4.87,15350,60.69,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000042,2003/01/29,J-M-SPORTS,21300,36773,,69.86,0.00,21340,4.25,21370,4.87,42130,60.74,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.M. SPORTS ENR.,FALSE,FALSE,0,,,0.00
000045,2003/01/29,LETTRAGE-P,21300,12,,805.18,0.00,21340,49.00,21370,56.18,42107,700.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LETTRAGE PLAMONDON,FALSE,FALSE,0,,,0.00
000057,2003/01/29,ENTRE-A-M-,21300,16650,bureau,30.30,0.00,21340,1.85,21370,2.11,15350,26.34,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ENTREPRISES A.M. INC. (LES),FALSE,FALSE,0,,,0.00
000077,2003/01/29,QUINC-FRIG,21300,223980,,46.70,0.00,21340,2.84,21370,3.26,15350,40.60,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000096,2003/01/29,MAT-ROY---,21300,184176,,4.58,0.00,21340,0.28,21370,0.32,42125,3.98,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000097,2003/01/29,MAT-ROY---,21300,184175,,17.78,0.00,21340,1.08,21370,1.24,15350,15.46,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000120,2003/01/29,PIECE-AUTO,21300,001-01-01307,,28.49,0.00,21340,1.73,21370,1.99,42125,24.77,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000124,2003/01/29,PRATTE-LAF,21300,5917,Min. Transport,316.32,0.00,21340,19.25,21370,22.07,33200,275.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PRATTE & LAFORME INC.,FALSE,FALSE,0,,,0.00
000078,2003/01/30,QUINC-FRIG,21300,224024,,6.48,0.00,21340,0.39,21370,0.45,15350,5.64,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000087,2003/01/30,MAT-ROY---,21300,184273,,7.35,0.00,21340,0.45,21370,0.51,33200,6.39,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000088,2003/01/30,MAT-ROY---,21300,184221,,20.21,0.00,21340,1.23,21370,1.41,15350,17.57,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000095,2003/01/30,MAT-ROY---,21300,184203,,166.45,0.00,21340,10.13,21370,11.61,15350,144.71,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000128,2003/01/30,J-G-JACOB-,21300,fact. 01-03,,747.53,0.00,21340,45.49,21370,52.15,42125,649.89,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.-G. & M. JACOB INC.,FALSE,FALSE,0,,,0.00
000035,2003/01/31,BUROTEC---,21300,3863,,2754.85,0.00,21340,167.65,21370,192.20,15150,2395.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BUROTEC,FALSE,FALSE,0,,,0.00
000048,2003/01/31,MACH-BROUS,21300,299,,41.00,0.00,21340,2.50,21370,2.86,42125,35.64,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LES MACHINERIES JEANNOT BROUSSEAU LTEE,FALSE,FALSE,0,,,0.00
000081,2003/01/31,QUINC-FRIG,21300,224138,,47.52,0.00,21340,2.89,21370,3.32,42117,41.31,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000084,2003/01/31,MAT-ROY---,21300,184319,,2.29,0.00,21340,0.14,21370,0.16,33200,1.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000085,2003/01/31,MAT-ROY---,21300,184294,,6.51,0.00,21340,0.40,21370,0.45,15350,5.66,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000086,2003/01/31,MAT-ROY---,21300,184288,,65.69,0.00,21340,4.00,21370,4.58,33200,57.11,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000038,2003/02/01,BUREAU-GRO,21300,24533-1,,205.50,0.00,21340,12.51,21370,14.34,42120,178.65,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CITI CARDS CANADA INC.,FALSE,FALSE,0,,,0.00
000039,2003/02/01,GESTION-FO,21300,3295,achat logiciel et support inf.,6500.64,0.00,21340,395.61,21370,453.53,42120,656.50,15550,4995.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GESTION FORMA PLUS INC.,FALSE,FALSE,0,,,0.00
000061,2003/02/01,ATELIER-FL,21300,692933,,807.48,0.00,21340,49.14,21370,56.34,42140,702.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ATELIER FLY BIKE,FALSE,FALSE,0,,,0.00
000126,2003/02/01,TELUS-----,21300,01022003,,80.40,0.00,21340,4.89,21370,5.61,42106,69.90,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,TELUS MOBILITE,FALSE,FALSE,0,,,0.00
000127,2003/02/01,MAT-ROY---,21300,184365,,44.26,0.00,21340,2.69,21370,3.09,15350,38.48,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000131,2003/02/01,TELUS-----,21300,01022003,,289.00,0.00,21340,17.59,21370,20.16,42106,251.25,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,TELUS MOBILITE,FALSE,FALSE,0,,,0.00
000139,2003/02/01,J-M-DESSUR,21300,corr.,,-166.30,0.00,33500,-166.30,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,JEAN-MARC DESSUREAULT T.D.M.EL.,FALSE,FALSE,0,,,0.00
000146,2003/02/01,PIECE-AUTO,21300,1370,,6.84,0.00,21340,0.42,21370,0.48,42125,5.94,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000147,2003/02/01,PIECE-AUTO,21300,432,,20.94,0.00,21340,1.27,21370,1.46,42125,18.21,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000148,2003/02/01,PIECE-AUTO,21300,117,,34.45,0.00,21340,2.10,21370,2.40,42125,29.95,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000149,2003/02/01,PIECE-AUTO,21300,115,,12.58,0.00,21340,0.77,21370,0.88,42125,10.93,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000150,2003/02/01,PIECE-AUTO,21300,113,,9.48,0.00,21340,0.58,21370,0.66,42125,8.24,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000151,2003/02/01,PIECE-AUTO,21300,116,,-5.33,0.00,21340,-0.32,21370,-0.37,42125,-4.64,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000152,2003/02/01,PIECE-AUTO,21300,crédit?,,-9.16,0.00,21340,-0.56,21370,-0.64,42125,-7.96,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000153,2003/02/01,USINAGE-SB,21300,49756,,391.09,0.00,21340,23.80,21370,27.29,42125,340.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,USINAGE SB 2000,FALSE,FALSE,0,,,0.00
000154,2003/02/01,USINAGE-SB,21300,49754,,241.55,0.00,21340,14.70,21370,16.85,42125,210.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,USINAGE SB 2000,FALSE,FALSE,0,,,0.00
000198,2003/02/01,LAVE-AUTO-,21300,2,,30.00,0.00,42125,30.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,LAVE AUTO 721 (2002),FALSE,FALSE,0,,,0.00
000187,2003/02/03,MAT-ROY---,21300,184497,J,29.53,0.00,21340,1.80,21370,2.06,33200,25.67,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000188,2003/02/03,MAT-ROY---,21300,184505,,-13.80,0.00,21340,-0.84,21370,-0.96,33200,-12.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000228,2003/02/03,QUINC-FRIG,21300,224303,,120.25,0.00,21340,7.32,21370,8.39,42130,104.54,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000051,2003/02/04,H-MATTEAU-,21300,2550677,prise + paillasson,33.64,0.00,21340,2.05,21370,2.35,42120,29.24,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
000059,2003/02/04,BUREAU-GRO,21300,66413,,470.81,0.00,21340,28.65,21370,32.85,42120,409.31,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CITI CARDS CANADA INC.,FALSE,FALSE,0,,,0.00
000199,2003/02/04,EQUIP-PNEU,21300,26445,,54.64,0.00,21340,3.33,21370,3.81,42130,47.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EQUIPEMENTS PNEUMATIQUES DU CAP INC.,FALSE,FALSE,0,,,0.00
000201,2003/02/04,CENTRE-TAP,21300,3619,,101.08,0.00,21340,6.15,21370,7.05,42120,87.88,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CENTRE DU TAPIS ET DECORATION,FALSE,FALSE,0,,,0.00
000229,2003/02/04,QUINC-FRIG,21300,224386,,-41.41,0.00,21340,-2.52,21370,-2.89,42130,-36.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000043,2003/02/05,MICRO-GEST,21300,10182,,2756.00,0.00,21340,167.72,21370,192.28,15550,2396.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MICROGEST INFORMATIQUE,FALSE,FALSE,0,,,0.00
000052,2003/02/05,H-MATTEAU-,21300,2551045,,119.16,0.00,21340,7.25,21370,8.31,33200,103.60,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
000064,2003/02/05,D-H-ELECTR,21300,18530,jean,64.41,0.00,21340,3.92,21370,4.49,42120,56.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,D.H. ELECTRONIQUE ENR.,FALSE,FALSE,0,,,0.00
000066,2003/02/05,D-H-ELECTR,21300,18529,,11.47,0.00,21340,0.70,21370,0.80,42120,9.97,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,D.H. ELECTRONIQUE ENR.,FALSE,FALSE,0,,,0.00
000068,2003/02/05,PIECE-AUTO,21300,001-02-00141,,3.44,0.00,21340,0.21,21370,0.24,42125,2.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000123,2003/02/05,G-P-MASSIC,21300,546,,5981.30,0.00,21340,364.00,21370,417.30,15150,5200.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GUY-PAUL MASSICOTTE (9172-5143 QC INC.),FALSE,FALSE,0,,,0.00
000166,2003/02/05,PIECE-AUTO,21300,174,,5.11,0.00,21340,0.31,21370,0.36,33200,4.44,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000003004,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
000183,2003/02/05,MAT-ROY---,21300,184615,,37.21,0.00,21340,2.26,21370,2.60,33200,32.35,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000003004,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000230,2003/02/05,QUINC-FRIG,21300,224413,,44.95,0.00,21340,2.74,21370,3.14,42130,39.07,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
000241,2003/02/05,OUTILLAGE-,21300,54785,,121.88,0.00,21340,7.42,21370,8.50,33200,105.96,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000003004,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GÉNÉRAL SURPLUS 2000 INC.,FALSE,FALSE,0,,,0.00
000058,2003/02/06,ENTRE-A-M-,21300,16659,,20.24,0.00,21340,1.23,21370,1.41,15350,17.60,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ENTREPRISES A.M. INC. (LES),FALSE,FALSE,0,,,0.00
000122,2003/02/06,QUIN-DERY-,21300,5272,sel à glace,50.05,0.00,21340,3.05,21370,3.49,33200,43.51,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE R. DERY,FALSE,FALSE,0,,,0.00
000130,2003/02/06,BANQUE-AME,21300,06022003,,1455.27,0.00,21340,73.21,21370,83.94,15450,596.00,42125,230.64,42105,471.48,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BANQUE AMEX DU CANADA,FALSE,FALSE,0,,,0.00
000132,2003/02/06,SANTEL----,21300,5690,,189.79,0.00,21340,11.55,21370,13.24,42106,165.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SANTEL,FALSE,FALSE,0,,,0.00
000184,2003/02/06,MAT-ROY---,21300,184551,,22.81,0.00,21340,1.39,21370,1.59,42130,19.83,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000185,2003/02/06,MAT-ROY---,21300,184590,,25.84,0.00,21340,1.57,21370,1.80,33200,22.47,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
000186,2003/02/06,MAT-ROY---,21300,184670,SIQ,184.03,0.00,21340,11.20,21370,12.84,33200,159.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
